stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\User\Downloads\CSI2P1-Final-Project-Template - 複製\SourceCode8\allegro5.cfg r
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.57836] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.57837] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.57838] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.57839] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.58251] added dtor for bitmap 000000000b26f6c0, func 00007ffcffe21bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.62963] opening assets/image/skill6.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.63622] opening assets/image/skill6.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.63642] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.63644] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.63645] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.63646] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.63647] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.63648] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.63649] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.63650] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.63651] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.63652] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.63653] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.63654] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.63656] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.64011] added dtor for bitmap 000000000b26ffb0, func 00007ffcffe21bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.69773] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.69778] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.70003] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.70007] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.70154] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.70157] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.70258] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.70260] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.70363] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.70366] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.70464] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.70466] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82400] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82405] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82407] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82408] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82409] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82411] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82412] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82413] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82414] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.82415] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.82417] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.82418] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.82419] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.82462] added dtor for bitmap 0000000002716090, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82466] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82468] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82469] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82470] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82472] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82473] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82475] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82476] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.82477] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.82478] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.82480] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.82481] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.82483] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.82522] added dtor for bitmap 000000000b272d20, func 00007ffcffe21bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.82531] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.82533] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   3.83245] removed dtor for bitmap 000000000b272d20
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.83282] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.83284] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   4.59065] removed dtor for bitmap 0000000002716090
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59077] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59079] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59080] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59081] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59082] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59083] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59084] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59085] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59086] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.59087] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.59088] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.59089] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.59090] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.59102] added dtor for bitmap 0000000002716090, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59104] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59105] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59106] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59107] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59108] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59109] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59110] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59111] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59112] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.59113] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.59114] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.59115] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.59116] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.59155] added dtor for bitmap 000000000b272d20, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59160] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59162] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59164] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59165] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59166] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59167] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59168] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59169] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.59170] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.59171] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.59172] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.59173] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.59174] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.59204] added dtor for bitmap 0000000002717320, func 00007ffcffe21bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.59209] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.59210] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.59316] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.59319] _al_d3d_sync_bitmap (video) ref count == 1
